"","time","well","row","col","value","condition"
"583","8","A7","A","7","790","C"
"584","8","A8","A","8","738","C"
"585","8","A9","A","9","742","C"
"586","8","A10","A","10","601","D"
"587","8","A11","A","11","586","D"
"588","8","A12","A","12","617","D"
"589","8","B1","B","1","2610","E"
"590","8","B2","B","2","2421","E"
"591","8","B3","B","3","2492","E"
"592","8","B4","B","4","1982","F"
"593","8","B5","B","5","1913","F"
"594","8","B6","B","6","2061","F"
"595","8","B7","B","7","1200","G"
"596","8","B8","B","8","1178","G"
"597","8","B9","B","9","1161","G"
"598","8","B10","B","10","1049","H"
"599","8","B11","B","11","1061","H"
"600","8","B12","B","12","1204","H"
"601","8.33333333333333","A1","A","1","2745","A"
"602","8.33333333333333","A2","A","2","2960","A"
"603","8.33333333333333","A3","A","3","2764","A"
"604","8.33333333333333","A4","A","4","1832","B"
"605","8.33333333333333","A5","A","5","1798","B"
"606","8.33333333333333","A6","A","6","1826","B"
"607","8.33333333333333","A7","A","7","807","C"
"608","8.33333333333333","A8","A","8","776","C"
"609","8.33333333333333","A9","A","9","761","C"
"610","8.33333333333333","A10","A","10","628","D"
"611","8.33333333333333","A11","A","11","586","D"
"612","8.33333333333333","A12","A","12","640","D"
"613","8.33333333333333","B1","B","1","2467","E"
"614","8.33333333333333","B2","B","2","2531","E"
"615","8.33333333333333","B3","B","3","2536","E"
"616","8.33333333333333","B4","B","4","2085","F"
"617","8.33333333333333","B5","B","5","2021","F"
"618","8.33333333333333","B6","B","6","2128","F"
"619","8.33333333333333","B7","B","7","1226","G"
"620","8.33333333333333","B8","B","8","1206","G"
"621","8.33333333333333","B9","B","9","1191","G"
"622","8.33333333333333","B10","B","10","1080","H"
"623","8.33333333333333","B11","B","11","1067","H"
"624","8.33333333333333","B12","B","12","1217","H"
"625","8.66666666666667","A1","A","1","2898","A"
"626","8.66666666666667","A2","A","2","2974","A"
"627","8.66666666666667","A3","A","3","2806","A"
"628","8.66666666666667","A4","A","4","1970","B"
"629","8.66666666666667","A5","A","5","1899","B"
"630","8.66666666666667","A6","A","6","1931","B"
"631","8.66666666666667","A7","A","7","840","C"
"632","8.66666666666667","A8","A","8","808","C"
"633","8.66666666666667","A9","A","9","811","C"
"634","8.66666666666667","A10","A","10","620","D"
"635","8.66666666666667","A11","A","11","618","D"
"636","8.66666666666667","A12","A","12","648","D"
"637","8.66666666666667","B1","B","1","2665","E"
"638","8.66666666666667","B2","B","2","2513","E"
"639","8.66666666666667","B3","B","3","2633","E"
"640","8.66666666666667","B4","B","4","2207","F"
"641","8.66666666666667","B5","B","5","2192","F"
"642","8.66666666666667","B6","B","6","2303","F"
"643","8.66666666666667","B7","B","7","1257","G"
"644","8.66666666666667","B8","B","8","1254","G"
"645","8.66666666666667","B9","B","9","1229","G"
"646","8.66666666666667","B10","B","10","1092","H"
"647","8.66666666666667","B11","B","11","1083","H"
"648","8.66666666666667","B12","B","12","1278","H"
"649","9","A1","A","1","2873","A"
"650","9","A2","A","2","2901","A"
